Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
2891,15.68576,21.86035,5.937208,19.81088,7.149574
2893,15.6889,21.80741,6.01295,19.70524,7.175741
2895,15.66635,21.57489,5.786571,19.49119,7.179855
2897,15.65191,21.48963,5.80035,19.3946,7.188129
2899,15.63546,21.45005,5.903524,19.32343,7.199816
2901,15.61936,21.46887,6.00507,19.29603,7.172525
2903,15.60212,21.46523,6.025789,19.19513,7.01262
2905,15.58393,21.17684,5.52713,19.06345,6.973057
2907,15.57104,21.01684,5.464204,18.83436,6.982215
2909,15.56342,21.02147,5.418776,18.83461,7.201541
2911,15.54497,20.94833,5.400429,18.82438,7.192664
2913,15.52356,20.84157,5.583704,18.85589,7.173956
2915,15.49612,20.73838,5.715938,18.87874,7.179011
2917,15.47342,20.72938,5.627318,18.88978,7.292907
2919,15.46367,20.91247,5.627977,18.88218,7.260447
2921,15.45371,20.92402,5.628636,18.88008,7.225542
2923,15.4006,20.37156,5.511475,18.58462,7.122138
2925,15.37425,20.96164,5.599457,19.09445,7.051705
2927,15.33858,20.94736,5.738684,19.0403,7.111001
2929,15.30777,21.30832,6.132127,19.3936,7.3934
2931,15.2695,21.53696,6.239408,19.70897,7.523311
2933,15.22706,21.6369,6.147627,19.75783,7.421959
2935,14.99356,21.66558,5.900002,19.61679,7.279868
2937,14.76491,21.66885,5.810043,19.34213,7.196255
2939,14.68278,21.3179,5.505772,18.76096,7.067516
2941,14.60568,21.1785,5.437243,18.59262,6.876787
2943,14.54333,21.07654,5.399535,18.50439,6.873085
2945,14.48952,20.94074,5.374532,18.51198,6.958453
2947,14.44952,20.94423,5.411052,18.51397,6.929457
2949,14.40916,21.00536,5.46528,18.44348,6.963048
2951,14.30465,20.94505,5.511594,18.41203,6.817929
2953,14.23299,20.94907,5.562236,18.47275,6.90898
2955,14.14515,20.97134,5.709311,18.42145,6.895576
2957,14.04895,20.98235,5.890987,18.30458,6.790602
2959,13.98245,21.02507,5.976947,18.31217,6.854536
2961,13.90928,20.98609,6.022955,18.38677,6.861293
2963,13.81225,20.94588,5.973133,18.49201,6.891069
2965,13.73218,20.91275,6.110986,18.68199,6.998046
2967,13.68679,21.39782,6.096539,18.93574,7.234126
2969,13.56632,21.41149,6.000992,18.90115,7.218629
2971,13.44717,21.09966,5.898427,18.93281,7.216258
2973,13.33244,21.11006,5.797607,18.91637,7.191173
2975,12.65781,21.24942,5.795221,18.95747,7.252246
2977,12.2451,21.51846,5.837393,19.1603,7.317051
2979,12.13116,21.41733,5.922542,19.35708,7.436706
2981,12.13371,21.29643,5.922805,19.51756,7.579883
2983,12.32283,21.76592,6.086673,19.84741,7.802607
2985,12.34967,21.6869,5.739564,19.84762,7.752796
2987,12.12198,21.73177,5.662256,19.72942,7.707764
2989,11.98737,21.70724,5.64151,19.67101,7.695267
2991,11.74872,21.53208,5.721172,19.64458,7.635496
2993,11.57014,21.47653,5.713978,19.62355,7.52599
2995,11.3925,21.46891,5.792374,19.62042,7.474617
2997,11.18535,21.48308,5.735496,19.61162,7.452229
2999,10.74019,21.50431,5.726159,19.47764,7.38356
3001,10.26023,21.23054,5.722684,19.38122,7.341322
3003,9.669991,21.22344,5.725195,19.38118,7.324083
3005,9.669232,21.25594,5.727706,19.38205,7.321864
3007,9.815578,21.42031,5.747353,19.40737,7.350036
3009,9.844466,21.51261,5.800567,19.42541,7.341353
3011,9.765894,21.60117,5.80539,19.43626,7.385606
3013,9.688555,21.60988,5.789858,19.45001,7.459962
3015,9.618047,21.77812,5.796655,19.50723,7.534193
3017,9.559677,21.90785,5.817355,19.56153,7.597305
3019,9.494586,22.04101,5.829464,19.58549,7.631834
3021,9.420951,22.07165,5.828,19.62561,7.650883
3023,9.076505,22.11219,5.826385,19.57099,7.687312
3025,8.729064,22.14129,5.71868,19.60268,7.657737
3027,8.673689,22.34273,5.955993,19.7487,7.746015
3029,8.458378,22.49394,5.974,19.78323,7.73705
3031,8.232865,22.48829,5.99446,19.86308,7.715869
3033,8.058904,22.62347,6.021791,19.90366,7.673172
3035,7.934679,22.9419,6.137835,19.97163,7.688598
3037,8.089171,23.1075,6.400227,20.06665,7.729442
3039,8.209469,23.29185,6.535417,20.34689,7.745895
3041,8.199043,23.32095,6.570511,20.87764,7.736252
3043,8.202499,23.30428,6.56347,20.99649,7.842024
3045,8.231238,23.1677,6.455113,20.71994,7.866175
3047,8.25845,22.81262,6.450922,20.70653,7.814605
3049,8.209187,22.50505,6.448171,20.57519,7.734979
3051,8.160719,22.43696,6.299172,20.34754,7.583209
3053,8.225769,22.22521,6.102907,20.03188,7.520041
3055,8.514197,22.41277,6.315456,20.35818,7.668791
3057,8.67834,22.43398,6.423968,20.38124,7.66627
3059,8.824196,22.43529,6.484568,20.40632,7.674829
3061,8.970052,22.48376,6.398251,20.43141,7.690649
3063,9.115908,22.48026,6.311934,20.35087,7.663444
3065,9.526273,23.34604,6.599554,20.57485,7.785094
3067,9.701362,23.61174,6.720506,20.62908,8.109399
3069,9.857667,23.88287,6.761804,20.75834,8.155305
3071,9.990107,23.95856,6.786016,20.8089,8.17957
3073,10.10689,23.97315,6.755083,20.75909,8.115972
3075,10.20626,23.95475,6.713582,20.71855,8.057197
3077,10.29621,23.92183,6.671324,20.7732,8.096757
3079,10.74482,24.03194,6.601809,20.96624,8.117994
3081,11.11512,24.08672,6.443089,21.02453,8.098107
3083,11.21382,23.99049,6.131063,20.88473,7.963389
3085,11.45474,23.77418,5.995786,20.81105,8.008705
3087,11.73146,23.40319,5.782685,20.49645,7.871619
3089,11.89594,23.4738,5.844504,20.50653,7.823546
3091,12.06531,23.54375,5.602829,20.61884,7.753806
3093,12.23375,23.60698,5.512484,20.60643,7.765718
3095,12.40635,23.63087,5.467555,20.62276,7.684212
3097,12.51438,23.61868,5.489654,20.69396,7.571574
3099,12.62405,23.60868,5.504101,20.75429,7.634641
3101,12.73467,23.58804,5.542615,20.83109,7.701292
3103,12.86495,23.53224,5.596786,20.81502,7.74378
3105,12.9962,23.49558,5.614874,20.78584,7.784776
3107,13.15626,23.39393,5.6452,20.73599,7.797522
3109,13.28991,23.23503,5.660784,20.56672,7.7082
3111,13.46158,23.17975,5.586543,20.56198,7.636272
3113,13.69815,23.31249,5.508608,20.49144,7.511163
3115,13.95758,23.47052,5.555192,20.53553,7.477177
3117,14.17256,23.58504,5.617521,20.51534,7.469719
3119,14.43119,23.55841,5.693929,20.56438,7.498004
3121,14.72065,23.49484,6.101818,20.8361,7.470037
3123,14.8032,23.29193,6.209635,20.92487,7.385637
3125,14.87845,22.85935,5.905869,20.6773,7.348577
3127,14.9908,22.52416,5.756069,20.49174,7.287365
3129,15.09203,21.78412,5.485969,20.05581,7.002581
3131,15.15976,21.60404,5.39491,19.87302,6.899358
3133,15.2209,21.55627,5.300545,19.73038,6.812067
3135,15.28076,21.6189,5.314654,19.60774,6.765927
3137,15.34404,21.67994,5.319486,19.41053,6.70901
3139,15.55878,21.76425,5.453467,19.59002,6.773123
3141,15.77713,21.83953,5.516665,19.59909,7.022492
3143,15.84588,21.92306,5.601804,19.84023,7.077672
3145,15.91364,22.01453,5.680812,20.12597,7.193583
3147,15.97322,22.14777,5.669399,20.28226,7.068425
3149,16.05905,22.50457,5.699721,20.38226,7.20527
3151,16.13169,22.90199,5.721851,20.42209,7.24353
3153,16.20014,22.88768,5.704011,20.36558,7.253613
3155,16.25599,22.86041,5.645318,20.37968,7.291143
3157,16.31599,22.83924,5.657156,20.27509,7.262931
3159,16.36724,22.6348,5.671158,20.12913,7.270781
3161,16.41462,22.86485,5.769183,20.00182,7.289015
3163,16.4856,22.86365,5.850636,19.90182,7.222661
3165,16.52212,22.71033,5.920126,19.70816,7.142181
3167,16.53666,22.40658,5.793461,19.57844,7.071475
3169,16.57136,22.43151,5.587614,19.50703,7.077558
3171,16.60476,22.53715,5.499933,19.54107,7.151796
3173,16.63205,22.59294,5.570042,19.56734,7.240572
3175,16.66355,22.74413,5.647145,19.5542,7.26354
3177,16.68693,22.34254,5.579021,19.02669,7.138739
3179,16.66437,21.86893,5.45586,18.49838,6.946216
3181,16.56206,21.58765,5.35442,18.07728,6.773033
3183,16.22558,20.87978,5.203129,17.65033,6.51183
3185,16.02043,20.43793,5.078726,17.36254,6.294306
3187,15.99496,20.33311,5.033153,17.32612,6.299772
3189,15.87427,20.23578,4.991366,17.25923,6.22474
3191,15.85474,20.20959,4.950384,17.21174,6.17934
3193,15.82884,20.20768,4.966494,17.24146,6.213113
3195,15.80287,20.27206,4.99741,17.24168,6.151898
3197,15.8083,20.38366,4.952755,17.26478,6.139103
3199,15.89373,20.50022,4.911107,17.28536,6.153712
3201,15.80984,20.63508,4.865969,17.36235,6.331743
3203,15.69774,20.77929,4.81734,17.4826,6.417572
3205,15.56811,20.91029,4.78407,17.58382,6.434904
3207,15.27604,21.06202,5.047082,17.7094,6.460815
3209,15.08092,21.21303,5.060695,17.9049,6.577061
3211,15.2975,21.55642,5.203578,18.92981,6.894495
3213,15.1953,21.58661,5.083857,19.03509,6.855566
3215,15.09762,21.60046,5.069236,18.94263,6.881689
3217,15.00381,21.61671,5.087104,18.94998,6.877798
3219,14.90989,21.59612,5.10273,18.94198,6.876064
3221,14.81783,21.64657,5.123979,18.89873,6.814426
3223,14.72764,21.65314,5.17647,18.79846,6.754509
3225,14.5625,21.58667,5.268403,18.63252,6.79224
3227,14.23963,21.25809,5.079261,18.44604,6.618253
3229,14.04323,21.04828,5.097473,18.31637,6.615814
3231,13.91294,20.90458,5.180775,18.30561,6.629323
3233,13.7708,20.85621,5.168212,18.37434,6.634503
3235,13.62752,20.99496,5.293525,18.33971,6.637513
3237,13.33395,21.11177,5.36898,18.3828,6.618199
3239,13.14111,20.99429,5.326624,18.47589,6.678326
3241,13.13266,20.44703,4.794258,18.16555,6.563893
3243,13.14691,20.14132,4.757143,18.30283,6.577496
3245,13.18705,19.91297,4.771973,18.46354,6.547973
3247,13.32424,19.85205,4.876564,18.4803,6.648432
3249,13.41594,20.07747,4.904239,18.56006,6.73166
3251,13.46089,20.34386,4.871309,18.80934,6.768876
3253,13.48029,20.72086,4.833004,19.00306,6.856089
3255,13.23029,21.10982,4.901024,18.99491,6.812923
3257,13.13783,21.35885,4.92212,19.12013,6.875433
3259,13.0265,21.53912,5.029933,19.36373,7.178444
3261,12.90881,22.09656,5.117756,19.64368,7.292712
3263,12.78364,22.38687,5.29605,19.80553,7.265238
3265,12.37056,21.84748,5.000238,19.65813,7.049815
3267,12.17017,21.8069,4.994939,19.62977,7.06157
3269,11.98895,21.97064,4.99481,19.67077,7.0952
3271,11.85006,22.08985,4.883625,19.79542,7.156532
3273,11.71182,22.20357,4.857699,19.79266,7.239931
3275,11.57097,22.30197,4.831608,19.76447,7.223102
3277,11.43012,22.39732,4.805518,19.71872,7.210337
3279,10.93475,21.8226,4.754462,19.33441,7.17158
3281,10.53272,21.6619,4.711817,19.14365,7.134722
3283,10.33518,22.12146,4.712072,19.20505,7.272092
3285,10.13003,22.49499,4.721416,19.25673,7.373748
3287,9.876293,22.64154,4.809612,19.3334,7.404873
3289,9.766028,22.78623,4.970662,19.41022,7.471045
3291,9.614052,22.92143,5.141587,19.61617,7.497849
3293,9.437446,22.9256,5.215059,19.81971,7.597207
3295,9.263807,23.0772,5.161809,19.85415,7.64963
3297,9.174842,23.1723,5.187753,20.13035,7.723421
3299,9.082015,23.2001,5.340087,20.29848,7.911805
3301,8.988617,23.16829,5.586632,20.37865,7.968911
3303,8.8797,23.39709,5.899106,20.80714,8.108797
3305,8.940255,23.7094,5.990279,21.06726,8.250491
3307,8.90125,23.74039,6.089489,21.1797,8.368443
3309,8.826137,23.8244,6.218315,21.32924,8.359669
3311,8.721763,24.15727,6.385229,21.46095,8.414906
3313,8.575565,24.29781,6.576794,21.73796,8.429925
3315,8.381988,24.3913,6.808721,21.94843,8.480025
3317,8.220293,24.44757,6.968565,22.05807,8.552503
3319,8.009864,24.41366,6.941939,21.99382,8.511395
3321,7.768598,23.64428,6.91525,21.72558,8.29504
3323,7.733657,23.63143,7.025718,21.59461,8.209376
3325,7.839104,23.68073,7.065773,21.5814,8.248598
3327,7.907962,23.48386,7.115281,21.56314,8.332522
3329,8.10818,23.52739,7.174277,21.70179,8.441864
3331,8.124071,23.30138,7.231328,21.69683,8.455238
3333,8.146056,23.16028,7.20578,21.62208,8.395592
3335,8.167927,23.03365,7.263437,21.48931,8.407296
3337,8.20874,23.07355,7.310872,21.47774,8.416509
3339,8.07755,22.96149,7.157572,21.46824,8.43474
3341,7.918462,22.87645,7.008411,21.3315,8.334602
3343,7.908978,22.90427,6.897289,21.16659,8.169817
3345,7.899104,22.92985,6.807148,20.96632,7.964952
3347,7.8822,22.95168,6.710391,20.82022,7.843759
3349,7.839409,23.1853,6.693973,20.54607,7.864121
3351,7.819708,22.92483,6.56994,20.33862,7.79257
3353,7.812164,22.75472,6.489655,20.20628,7.81675
3355,7.812505,22.67697,6.465084,20.12583,7.823279
3357,7.803185,22.68126,6.44023,20.0639,7.751915
3359,7.784205,22.58545,6.40856,19.97558,7.641436
3361,7.767075,22.32627,6.338356,19.78702,7.461552
3363,7.73618,22.2178,6.314248,19.71422,7.4435
3365,7.734381,22.09433,6.286622,19.66118,7.408666
3367,7.736412,21.94431,6.262363,19.59503,7.375121
3369,7.760135,21.74913,6.246378,19.54717,7.340213
3371,7.810971,21.66689,6.239605,19.46129,7.338583
3373,7.828738,21.66452,6.210545,19.47596,7.305
3375,7.841289,21.65193,6.222563,19.52962,7.248262
3377,7.854065,21.69226,6.195543,19.54816,7.137313
3379,7.879103,21.7397,6.19983,19.56899,7.167288
3381,7.883422,21.77317,6.193804,19.55413,7.201378
3383,7.867041,21.79146,6.176846,19.5869,7.263291
3385,7.851746,21.80103,6.153803,19.67623,7.23828
3387,7.81616,21.81716,6.057627,19.79701,7.241796
3389,7.784144,21.84471,6.006532,19.93686,7.255833
3391,7.802442,22.16006,6.273822,20.09403,7.596025
3393,7.840065,22.21492,6.23938,20.35418,7.667461
3395,7.793687,22.1844,6.209476,20.33866,7.71356
3397,7.745398,22.21791,6.153136,20.18023,7.690783
3399,7.637115,22.06133,6.104714,20.04634,7.641716
3401,7.556919,21.98441,6.038496,19.89375,7.585672
3403,7.504933,21.97982,5.954585,20.00728,7.523843
3405,7.554879,22.54441,5.967721,20.03255,7.650542
3407,7.555043,22.47474,5.879961,19.82077,7.608918
3409,7.56388,22.38541,5.679533,19.49334,7.527149
3411,7.290087,21.36654,5.460852,19.35078,7.308838
3413,7.345262,21.4438,5.42014,19.31782,7.310287
3415,7.397224,21.37102,5.580658,19.4076,7.291923
3417,7.470011,21.41348,5.7287,19.36013,7.287951
3419,7.562109,21.38771,5.692631,19.36878,7.328493
3421,7.654208,21.38915,5.652915,19.33076,7.313407
3423,7.746307,21.42846,5.6132,19.29276,7.270372
3425,7.834971,21.40384,5.549009,19.18511,7.256966
3427,8.420103,21.64878,5.533681,19.68699,7.532308
3429,8.547895,21.80572,5.535938,19.79418,7.541542
3431,8.57283,21.76625,5.520437,19.98038,7.59168
3433,8.613507,21.80633,5.500275,19.90002,7.658348
3435,8.658276,21.79393,5.487503,19.89386,7.543303
3437,8.810244,21.87125,5.698714,20.2015,7.475679
3439,8.833388,21.78895,5.775074,20.13422,7.46971
3441,8.914662,21.82544,5.854171,20.02304,7.482092
3443,9.054888,21.85886,5.933679,20.06756,7.592709
3445,9.291307,22.06402,5.997398,20.12471,7.637238
3447,9.455129,22.11104,5.93062,20.43372,7.722523
3449,9.483933,22.10827,5.905287,20.34539,7.691445
3451,9.462428,21.97388,5.825783,20.05639,7.651392
3453,9.473222,21.43077,5.446468,19.76256,7.47283
3455,9.569341,21.44995,5.275526,19.37597,7.395222
3457,9.723645,21.44789,5.143717,19.19527,7.316546
3459,9.756043,20.95461,5.046237,18.85001,7.183644
3461,9.794303,20.85649,5.042568,18.68066,7.01964
3463,9.840037,20.74642,5.039609,18.53756,6.839461
3465,9.906387,20.53763,5.016869,18.43094,6.812102
3467,9.992007,20.36774,5.060606,18.26109,6.691404
3469,10.06007,20.1701,5.065846,18.06131,6.692134
3471,10.10966,19.88355,5.051599,17.99579,6.506072
3473,10.16186,19.78259,5.046208,17.90915,6.452322
3475,10.23487,19.75567,5.069996,17.86868,6.505426
3477,10.38507,19.8352,5.085452,17.87684,6.439442
3479,10.61246,19.92507,5.071776,17.8846,6.456046
3481,10.70072,19.83494,5.060163,17.81406,6.391996
3483,10.67789,19.71163,5.053922,17.66351,6.170027
3485,10.6657,19.6197,5.016008,17.66076,6.074011
3487,10.65683,19.56812,4.995041,17.57439,6.196175
3489,10.64871,19.5173,4.949368,17.42978,6.128193
3491,10.67269,19.40473,4.915792,17.43316,5.976325
3493,10.72449,19.31249,4.816389,17.37146,5.915638
3495,10.77331,19.26776,4.717588,17.27351,5.658521
3497,10.83821,19.20123,4.649503,17.08014,5.575004
3499,10.90666,19.15198,4.513453,16.89289,5.480973
3501,10.95838,18.96964,4.396445,16.68447,5.430897
3503,11.00697,18.90073,4.203152,16.32327,5.20276
3505,10.88562,18.66081,3.921755,15.98069,5.069057
3507,10.83259,18.56596,3.834619,15.50652,4.907542
3509,10.83963,18.40591,3.671931,15.26837,4.671615
3511,10.84577,18.25991,3.616597,15.15042,4.648618
3513,10.85439,18.14237,3.59163,15.06034,4.57747
3515,10.91295,17.925,3.464838,15.02771,4.605791
3517,12.26782,17.83248,3.641069,15.52555,4.774514
3519,12.70479,18.27523,3.913281,15.76348,4.974471
3521,12.85609,18.42252,3.914729,15.79285,5.094637
3523,12.99621,18.25908,3.91946,15.84436,5.174031
3525,12.99785,18.04966,3.957296,15.72399,5.160835
3527,12.99927,18.08821,3.951332,15.76376,5.154892
3529,12.87049,18.12906,3.935026,15.87988,5.187007
3531,13.21438,18.21561,3.927087,16.27806,5.472903
3533,13.5644,18.48357,4.182729,16.53246,5.576578
3535,13.64621,18.8811,4.345103,16.70897,5.68857
3537,13.68332,19.21671,4.457898,16.71511,5.705198
3539,13.73699,19.48613,4.487855,16.79693,5.723479
3541,13.79591,19.6907,4.560289,16.94411,5.764059
3543,13.83128,19.72245,4.646358,16.98917,5.799861
3545,13.83626,19.64461,4.686197,16.95297,5.822474
3547,13.84262,19.53267,4.728889,17.15111,5.872711
3549,13.84301,19.49248,4.764888,17.2095,5.962076
3551,13.83786,19.66477,4.797638,17.22557,5.944809
3553,13.82778,19.83638,4.877378,17.22961,5.991803
3555,13.81968,20.20903,4.894674,17.2437,5.990969
3557,13.82364,20.14961,4.90888,17.26093,5.978821
3559,14.03884,20.10496,5.131828,17.36082,6.02228
3561,14.18445,20.02271,5.232716,17.51274,6.08328
3563,14.25964,19.92752,5.219907,17.60285,6.115266
3565,14.31313,19.84903,5.213203,17.67299,6.12422
3567,14.36253,19.76879,5.2065,17.73014,6.209929
3569,14.39106,19.67052,5.202204,17.76639,6.240385
3571,14.46742,19.5472,5.234655,17.78792,6.287705
3573,14.58212,19.66042,5.204968,17.85887,6.283709
3575,14.69702,19.7109,5.18324,17.94766,6.261448
3577,14.81169,19.61384,5.161524,17.96914,6.36471
3579,15.30959,19.74024,5.164192,18.03315,6.389146
3581,15.84691,20.06045,5.149312,18.18715,6.491643
3583,16.02202,20.23054,5.142972,18.26382,6.469284
3585,16.19722,20.30385,5.147028,18.36316,6.534516
3587,16.34532,20.30101,5.155101,18.44138,6.527579
3589,16.54543,20.45534,5.144403,18.49452,6.565294
3591,16.62712,20.36899,4.973565,18.34862,6.470103
3593,16.61406,20.44188,5.197501,18.25433,6.324547
3595,16.68504,20.51544,5.214257,18.2747,6.354286
3597,16.75602,20.54074,5.208594,18.33438,6.366512
3599,16.84385,20.66134,5.201573,18.36082,6.448291
3601,16.93936,20.73071,5.20101,18.37158,6.376317
3603,17.03568,20.74079,5.194994,18.38738,6.316507
3605,17.04705,20.39958,4.891345,18.21092,6.181964
3607,17.12354,20.35671,4.904841,18.01293,6.099827
3609,17.24059,20.39337,4.913741,17.88616,6.066432
3611,17.36672,20.38239,4.91124,17.83366,5.981753
3613,17.49251,20.30096,4.906805,17.61759,5.846828
3615,17.59891,20.35035,4.891482,17.41526,5.741965
3617,17.66162,20.39922,4.900717,17.35388,5.781172
3619,17.72763,20.45443,4.929538,17.36472,5.943904
3621,18.27893,20.59015,5.085073,17.70531,5.972176
3623,18.52017,20.6383,5.160063,17.97384,6.10254
3625,18.5455,20.61025,5.175745,18.00079,6.13848
3627,18.08403,20.22083,4.876815,17.7594,5.958574
3629,18.02516,19.97488,4.77919,17.50485,5.888541
3631,18.16511,20.39384,5.029733,17.57252,5.978401
3633,18.22625,20.34333,5.104383,17.39395,5.980552
3635,18.24455,20.1942,5.107764,17.32781,5.997703
3637,18.11243,19.96091,4.904337,17.10274,5.817668
3639,18.04762,19.99568,4.848216,17.0598,5.787128
3641,17.88837,19.93832,4.741479,17.00426,5.776479
3643,17.71266,19.87056,4.777312,16.9857,5.787313
3645,17.47878,19.33982,4.774915,16.66235,5.675957
3647,17.25207,19.14797,4.685966,16.35105,5.550668
3649,17.20762,19.12236,4.552637,16.18794,5.467194
3651,17.26139,19.13755,4.518596,16.15607,5.464076
3653,17.30959,19.08134,4.561395,16.38177,5.425509
3655,17.31354,19.11549,4.546383,16.28259,5.417826
3657,17.1701,19.13803,4.584197,16.31013,5.503492
3659,17.11559,19.17106,4.643903,16.3298,5.526481
3661,17.06158,19.20804,4.666861,16.33971,5.576939
3663,17.00433,19.24527,4.670908,16.31715,5.596954
3665,16.94987,19.28462,4.656746,16.21671,5.635061
3667,16.89614,19.32894,4.639915,16.19042,5.561807
3669,16.85796,19.33668,4.623387,16.23802,5.585038
3671,16.81977,19.37988,4.608845,16.26626,5.615051
3673,16.78102,19.2587,4.593678,16.32481,5.637673
3675,16.75151,19.24207,4.594688,16.31921,5.7396
3677,16.66969,19.18203,4.642263,16.23187,5.711133
3679,16.51303,19.07558,4.68652,16.19796,5.677422
3681,16.49557,19.05581,4.724524,16.27448,5.720792
3683,16.47819,19.03598,4.770144,16.35153,5.743103
3685,16.46075,19.02916,4.844493,16.43047,5.848853
3687,16.4839,19.01848,4.684454,16.59339,5.800559
3689,16.50591,19.13943,4.543388,16.7028,5.85111
3691,16.70732,19.31247,4.598503,16.76736,5.8586
3693,16.72307,19.53615,4.694349,16.83277,5.910637
3695,16.7329,19.50575,4.712732,16.86102,5.904944
3697,16.72497,19.45318,4.731117,16.89139,5.90818
3699,16.71722,19.34562,4.74881,16.92467,5.910724
3701,16.73647,19.34577,4.766028,16.85248,5.912549
3703,16.75133,19.3456,4.781735,16.80441,5.861909
3705,16.76132,19.3456,4.796978,16.79811,5.846711
3707,16.7746,19.34521,4.813726,16.82405,5.85549
3709,16.82055,19.40919,4.828085,16.87534,5.90646
3711,16.8959,19.48073,4.849942,16.78296,5.883327
3713,16.99783,19.50418,4.869356,16.77857,5.786191
